CRN,**Notes,Course,Title,SH,Course Type,Instructor,Meeting Dates,Days,Time,Location,Categories,Seats,Limit,Enroll,*Campus
10194,"1,159",CHE 699-09,Thesis,1,DTS,Jason J. Reddick,08-JAN-2018 to 25-APR-2018,,,,,14,15,1,M
10195,"1,159",CHE 699-10,Thesis,1,DTS,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10197,"1,159",CHE 699-11,Thesis,1,DTS,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,,,,,12,15,3,M
10198,"1,159",CHE 699-12,Thesis,1,DTS,Jerome L. Walsh,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10199,"1,159",CHE 699-13,Thesis,1,DTS,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,,,,,14,15,1,M
10201,"1,159",CHE 699-14,Thesis,1,DTS,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
13877,"1,159",CHE 699-15,Thesis,1,DTS,Qibin Zhang,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10203,3,CHE 751-01,PhD Literature Seminar I,1,SEM,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,W F,1300-1450,SULV 201,,9,12,3,M
10204,3,CHE 752-01,PhD Dissertation Seminar II,1,SEM,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,W F,1300-1450,SULV 201,,9,12,3,M
10205,"1,159",CHE 780-01,Resrch Prob in Medicnl Biochem,1,IND,Robert B. Banks,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10207,"1,159",CHE 780-02,Resrch Prob in Medicnl Biochem,1,IND,Kimberly S. Petersen,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10208,"1,159",CHE 780-03,Resrch Prob in Medicnl Biochem,1,IND,Nadja B. Cech,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10209,"1,159",CHE 780-04,Resrch Prob in Medicnl Biochem,1,IND,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10210,"1,159",CHE 780-05,Resrch Prob in Medicnl Biochem,1,IND,Liam M. Duffy,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10211,"1,159",CHE 780-06,Resrch Prob in Medicnl Biochem,1,IND,Alice E. Haddy,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10212,"1,159",CHE 780-07,Resrch Prob in Medicnl Biochem,1,IND,Terence A. Nile,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10213,"1,159",CHE 780-08,Resrch Prob in Medicnl Biochem,1,IND,Sherri A. McFarland,08-JAN-2018 to 25-APR-2018,,,,,13,15,2,M
10214,"1,159",CHE 780-09,Resrch Prob in Medicnl Biochem,1,IND,Jason J. Reddick,08-JAN-2018 to 25-APR-2018,,,,,14,15,1,M
10219,"1,159",CHE 780-10,Resrch Prob in Medicnl Biochem,1,IND,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,,,,,13,15,2,M
10215,"1,159",CHE 780-11,Resrch Prob in Medicnl Biochem,1,IND,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,,,,,14,15,1,M
10216,"1,159",CHE 780-12,Resrch Prob in Medicnl Biochem,1,IND,Jerome L. Walsh,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10217,"1,159",CHE 780-13,Resrch Prob in Medicnl Biochem,1,IND,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,,,,,14,15,1,M
10218,"1,159",CHE 780-14,Resrch Prob in Medicnl Biochem,1,IND,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
13878,"1,159",CHE 780-15,Resrch Prob in Medicnl Biochem,1,IND,Qibin Zhang,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10220,"1,159",CHE 799-01,Dissrtatn Resrch in Med Bioche,1,DTS,Robert B. Banks,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10272,"1,159",CHE 799-02,Dissrtatn Resrch in Med Bioche,1,DTS,Kimberly S. Petersen,08-JAN-2018 to 25-APR-2018,,,,,14,15,1,M
10273,"1,159",CHE 799-03,Dissrtatn Resrch in Med Bioche,1,DTS,Nadja B. Cech,08-JAN-2018 to 25-APR-2018,,,,,14,15,1,M
10274,"1,159",CHE 799-04,Dissrtatn Resrch in Med Bioche,1,DTS,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,,,,,14,15,1,M
10275,"1,159",CHE 799-05,Dissrtatn Resrch in Med Bioche,1,DTS,Liam M. Duffy,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10276,"1,159",CHE 799-06,Dissrtatn Resrch in Med Bioche,1,DTS,Alice E. Haddy,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10277,"1,159",CHE 799-07,Dissrtatn Resrch in Med Bioche,1,DTS,Terence A. Nile,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10278,"1,159",CHE 799-08,Dissrtatn Resrch in Med Bioche,1,DTS,Sherri A. McFarland,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10279,"1,159",CHE 799-09,Dissrtatn Resrch in Med Bioche,1,DTS,Jason J. Reddick,08-JAN-2018 to 25-APR-2018,,,,,14,15,1,M
10280,"1,159",CHE 799-10,Dissrtatn Resrch in Med Bioche,1,DTS,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,,,,,14,15,1,M
10281,"1,159",CHE 799-11,Dissrtatn Resrch in Med Bioche,1,DTS,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10282,"1,159",CHE 799-12,Dissrtatn Resrch in Med Bioche,1,DTS,Jerome L. Walsh,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
10283,"1,159",CHE 799-13,Dissrtatn Resrch in Med Bioche,1,DTS,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,,,,,14,15,1,M
10284,"1,159",CHE 799-14,Dissrtatn Resrch in Med Bioche,1,DTS,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
12615,"1,159",CHE 799-15,Dissrtatn Resrch in Med Bioche,1,DTS,Vincent C. Henrich,08-JAN-2018 to 25-APR-2018,,,,,15,15,0,M
13879,"1,159",CHE 799-16,Dissrtatn Resrch in Med Bioche,1,DTS,Qibin Zhang,08-JAN-2018 to 25-APR-2018,,,,,13,15,2,M
10285,159,CHE 801-01,Thesis Extension,1,DTS,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,,14,15,1,M
10286,,CHE 802-01,Dissertation Extension,1,DTS,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,,14,15,1,M
10287,159,CHE 803-01,Grad Resrch Proj Ext,1,IND,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,,,14,15,1,M
